host,scene_name,date,scene_token,first_sample_token
host-a007,host-a007-lidar0-1234740239998520226-1234740264899399906,2019-02-20 23:24:00.101488,1104458291f1254ec25d75ffc8323157868d58da6486642e1ea2473b15618580,3ff8cd14f5d3079166131fc069cc59514d30f6758831f0d365ac89455587cee7
host-a015,host-a015-lidar0-1235423635198474636-1235423660098038666,2019-02-28 21:13:55.301109,755e4564756ad5c92243b7f77039d07ab1cce40662a6a19b67c820647666a3ef,8046d518096b59d39ba456e8d2aed643eac418626d4eb2e53d6a14baa76f4970
host-a015,host-a015-lidar0-1235423696198069636-1235423721098551296,2019-02-28 21:14:56.300724,0cf3165e68d24e3cf1c735d093b85f7031d0f91f6842fd05de230f2085e1c7a3,6d6f5cfb5841c675b14149adef4ae9c6f36a881911e03bb60c989763a847a04b
host-a008,host-a008-lidar0-1235776284099006226-1235776308998255906,2019-03-04 23:11:24.201629,e15ba6493309b9c7bbbb1443969a998223d2c9856afe7926686441c574cb4b8a,dc79d2f6aacd877b28039a7649c24671c59c77dc4ff5c398032a2da8327da19f
host-a008,host-a008-lidar0-1235777217098625786-1235777241998473466,2019-03-04 23:26:57.201385,2983e04fcfd25de0207bbb706d6bfebbdd7b63b0844244c51203d85ba249c67d,1285a74039dec8e110de739a11916f61bbba47893dbf8088b77b5170fe680e8e
host-a011,host-a011-lidar0-1235866707299065096-1235866732198912176,2019-03-06 00:18:27.401789,0580c08f0253a9b413c749c89d8a1966d84254f2812b198808964863e9ff5325,7ecf5abb27fb8d3a4325bde5b717b4676b2660d840111c7c36359e55f4314a53
host-a011,host-a011-lidar0-1235931114299585906-1235931139198414556,2019-03-06 18:11:54.402301,8602e56b989742b61894014842a805c83f0adc60bf16a53d74599df79e1191d4,d2ef21ce41b190e06ac5557d06648e75f1f4482c77d22a9448e670e7c8c670f1
host-a011,host-a011-lidar0-1235933627299543026-1235933652198559196,2019-03-06 18:53:47.402414,773269f082629cc28f4bf253ac7cc513956b2c2f6d8721079b032c5106ffea20,90a48c5ed20ea761599774ab0f9fe14b006183771540f244dbc1b93f22c6700b
host-a011,host-a011-lidar0-1235933781298838116-1235933806199517736,2019-03-06 18:56:21.401703,a243e4030032f9891590c99965be0eb95e0cce9a22011ca019ac1e38a71dd1bb,dbe710e2d4d3d1fcc9483f9a12dba2e7ad6f93b9d21463ae742ac038afde1f0f
host-a012,host-a012-lidar0-1235937130198577346-1235937155098071026,2019-03-06 19:52:10.301498,e8f8379c823fd0505b63f2612505e1d3de1018ecc3328f1bf0c1144f35c1a71d,8e1f13379721c1ab1d073607534ce7c195143cb8911715b63593084d7df638d7
host-a004,host-a004-lidar0-1235944794298214636-1235944819199047666,2019-03-06 21:59:54.400830,a5ae88dfb74f4477a0bd0cae3ec82588bcf081ce4125b871c3c24389abc0578d,03b9b284af278de257c44c0c0646788e7c20cc9588d8ce9dcdf72984036e736b
host-a004,host-a004-lidar0-1235947081298918616-1235947106198383666,2019-03-06 22:38:01.401562,f8e199f8b4b788e1c641b8b7fe3a693b3a5c807194ab4fd7672acd5c1f27e83d,8484d6fb1ad302e198e4fc8b37f27b912ad97ed5373d25d9a72cd76c5a8207b6
host-a011,host-a011-lidar0-1235950297199142196-1235950322099405416,2019-03-06 23:31:37.302078,a939e6edc494777d058c3b1eafb91a7236f6b4ff5e98c9abb1216046a0b3a45f,fcad797faa988f50be306e5fb6971de295602ee9116bd9ce05cfb514f4529635
host-a008,host-a008-lidar0-1236013033198326026-1236013058097878706,2019-03-07 16:57:13.301035,c099589799da6e1ea2f390354ee7bcb738d12625d515574f3cffc92f17117210,6166b1f834ca02019a3333118c03c73a5461fba6b0ba944e31521b49cb1c5e8a
host-a009,host-a009-lidar0-1236013297198927176-1236013322098616226,2019-03-07 17:01:37.301496,094c956927749d576052c7473a190ef86dc07e8ad7038b3132307518fa36af86,c9da088e108c9b331f32e267a0f3438de69de998229e761677843be250c55837
host-a009,host-a009-lidar0-1236014648198307196-1236014673098985906,2019-03-07 17:24:08.301076,90a1858d4d81518fdacedb73423dca2d0d4b1628612ad89264f045c41b76791b,4b4e852d77f4b434d1156ff54a2e39d3f539c44f6d0327a373fd41777714c036
host-a008,host-a008-lidar0-1236015187198059026-1236015212098657616,2019-03-07 17:33:07.300973,0de1fdfdf7403f363936c623bfac9b70452d12cd5c5e108a26737ec314dbe0bb,16eca91bd33a3a36350edfc9a8ccb5fb065ec7775c8aabf3a43169e1a576a955
host-a009,host-a009-lidar0-1236015606098226876-1236015630998447586,2019-03-07 17:40:06.200941,e4ef32757dcdf15f0142cd2a4a2773d061156b889a6790d87654db57e3ffdf4e,52a17b339f074a00eb0fba5f9339883fad0a18aa4a7ca1207b16dc73d1a8e259
host-a008,host-a008-lidar0-1236016333197799906-1236016358099063636,2019-03-07 17:52:13.300664,a33b172a90802dcc0e2dfef123d36bbb4eee33ebfb3939e13a3b737674d23d19,b97306e07836079a6d59bfce93d157c20bb3ad891d02d1eb1c8f373b7fa107eb
host-a004,host-a004-lidar0-1236018644297896466-1236018669198234096,2019-03-07 18:30:44.400740,bc89c85045e50514eb58ffa78661d191a743b7da84603385d2ed40c3327a969b,d1dc9df3a3ec8123839fef5c7b6aa95ab5f95d319ab51e4ea1896af6b65d148a
host-a009,host-a009-lidar0-1236020733098808906-1236020757997885536,2019-03-07 19:05:33.201396,61e11c65542360b410222b55896bd6772285596d3eac3061866fe238cfa7dc28,fbd14fa3ae9a84293f793382fb7bfd3c79bb672545a59b09b929f4fd7a58a42d
host-a004,host-a004-lidar0-1236021339298624436-1236021364198408146,2019-03-07 19:15:39.401453,973c6a14c4af72f7b0d067224adb918902f48366ce06315f3ed384c2d9836003,ab4c75bf812baa0eaf6eaa2e171c95500eb5df2ac7c80a12543fd87b56324748
host-a006,host-a006-lidar0-1236037883198113706-1236037908098879296,2019-03-07 23:51:23.300888,0a6839d6ee6804113bb5591ed99cc70ad883d0cff396e3aec5e76e718771b30e,3b30673b9d944ec6058ef5a8debb4c0a6fe075bca7076e06cf42a2bc10dc446e
host-a011,host-a011-lidar0-1236037921199248346-1236037946099430676,2019-03-07 23:52:01.301853,77145b0476fd2390a5d599c5b37d27abe2a89ae3e89fb763a3d8bc7f294b5ce2,61dc19ac52e2d0ac9e158f86f3d36b569605d0a701c21c23e4828dc9f03742d2
host-a006,host-a006-lidar0-1236038131197892706-1236038156098552296,2019-03-07 23:55:31.300641,44c104f773ac54269ecc3a392ef2c1b708692e81038047a95af91d16cce32c9e,ed2aa36532e965742736b2c2c698f53bb377d6bff97a0a420658de3fea7e5707
host-a011,host-a011-lidar0-1236038911199051026-1236038936099738706,2019-03-08 00:08:31.301957,e30bf6999b350779960b4d6dfddc63e570e4d12e832677bc04a5b9bedc4455ce,ca9c5063d80cda42a673dc79cd1b6fbccff495ade4106bff26ea5e16beaed912
host-a011,host-a011-lidar0-1236039783198411996-1236039808098336676,2019-03-08 00:23:03.301319,c3c522a88b5b366c07e3c0a271c336601df2f9d50a4b7f68595d49e32301a1b3,291f367cead39cd019af80113429425b4b3ea872dcd1d427430c98c428f10290
host-a011,host-a011-lidar0-1236093962299300416-1236093987199363346,2019-03-08 15:26:02.402032,6dd3732001cfc0db51344fa96af64f9aff307c573e476c20648421d1823874ea,a539bada9266285211dbc1c616c51b120fc6caaf46eb04704808ca8d40b26581
host-a015,host-a015-lidar0-1236103725197932106-1236103750098792856,2019-03-08 18:08:45.300694,d8c728ecd479a28b6a1e4476606634d45a8c148c6c77ed5697b410ccb78b1a68,fa99444e66adcd58acca57245ca127a9e4f63edd1151467c39e6681f1e25b82f
host-a011,host-a011-lidar0-1236104034298928316-1236104059198988026,2019-03-08 18:13:54.401794,06257d5293de02fdf8d525d6c563ac308b6028e6fb43432b229ea4263d8fff38,6c9e573b29c469e57a24727ea36b2b1ed53936460bc74d07f54c76fbe9855381
host-a015,host-a015-lidar0-1236112516098396876-1236112540999028556,2019-03-08 20:35:16.201231,fc98c2ebbda4665104a2b1e1573488c6da66dc1f4e7eb6800bf4c6fbf237e60f,d55461484fd9cda8a6ba0c1da7f229f6a605daf00a80f13dfea41f07b901c75d
host-a015,host-a015-lidar0-1236112601097782876-1236112625998366556,2019-03-08 20:36:41.200715,4beabbb563466197514fffc29263e5985f04a9eec3c07872f8e45948539610af,c64c8acd31b5596ad2f81557f22699c582655221a214254c725b13d56204decd
host-a009,host-a009-lidar0-1236118456298488636-1236118481198250736,2019-03-08 22:14:16.401333,d167e19fadd3bd07db973f3178377ab7a5520d6a6c30f74734252549caa61696,74bf4f2af10428912eabd81efbb1985de4dad5c2a64e114883f001a0b32086a3
host-a009,host-a009-lidar0-1236118555299408756-1236118580198077756,2019-03-08 22:15:55.401833,a98a6f7b0eca2e36bbd0a5632c254ca44a0be5e491b5bb03cc553ff567060d7e,0e96bcd36cf6d74ea0c8e27e5003e21d5aa83a335c4da02019c093a8947498e4
host-a017,host-a017-lidar0-1236118873198607026-1236118898097847616,2019-03-08 22:21:13.301300,18c6c670114eebd813ef240b05b988646bbccbbc5254df49984c2173fe274d19,db383de799af143413607152f982bcb685ffdf184452b356e9f1d4b2fdd3502b
host-a017,host-a017-lidar0-1236118981198431906-1236119006097572636,2019-03-08 22:23:01.301045,9a5e57a5ce3faa7e95fc37c6a2e7a595c6679e31945ae11e9ec5d054cd8abcf3,ad7a7bb3ab4437552921682f32eaccdbbfb88a2bfcd883a606e7013d08baf44b
host-a017,host-a017-lidar0-1236119797198435536-1236119822098126616,2019-03-08 22:36:37.301275,6a819bfcc32cc2cf2a1ffa2f40c161e7f0d1b80ad834129f42894daa8bbdbc3f,5b9fc9da7f0b123ea3dc4d2bfe00bc3a685fd0855507c64bccf761fbef79ad1b
host-a011,host-a011-lidar0-1236119823299280856-1236119848199397346,2019-03-08 22:37:03.401990,af749b4da1ab470bd4af7bab1a1e9ea358349839844de30291ec3c1c15f94f48,779fb76f1b70ff92cf586bf2ed5f8ac0e9cf5c28fde2c33760cd3219840e529d
host-a011,host-a011-lidar0-1236122349298071346-1236122374198621346,2019-03-08 23:19:09.400923,6316aa27f7249e0ebc7e5934ec3351b81264e8f08b15e204b7aad72932736ae5,f8ac0de426bf1aac3428d3d99e503e21a6b4c3dff79c4087b0ba7fb8bef07b55
host-a011,host-a011-lidar0-1236123625299234316-1236123650197952996,2019-03-08 23:40:25.401834,571ced3efa58db924d2e8ea72def57e8c2aae0e957123adf253620e1136ce9ff,8fafb2f2bd1ca492ea523f139c557cbfabeaae9e04c1c95c039b3da27132a832
host-a009,host-a009-lidar0-1236123717198611786-1236123742097892436,2019-03-08 23:41:57.301274,bf92ccf96999b0432edec30bacaeb94805b607493e54f9097b80bee6ed1919c1,ec130699c4a252019f6336abb3c67bbc0abe88d6a6f20c8de143cfce4fc2871d
host-a006,host-a006-lidar0-1237322885198285226-1237322910098576786,2019-03-22 20:48:05.301075,63d7170ba217c95347887f83d9b29c3ab2093ea8dffffd2f7163f5792bfb61ed,284fb66da3f7231b2cd719e51e10045fe9a4e110d16f8c72f42a67ffb700871b
host-a012,host-a012-lidar0-1237329862198269106-1237329887099105436,2019-03-22 22:44:22.300941,2c3ee0d0b2eb4eb1cfb038ae4c7aa9641bd40a1b75accf62afee943b08a1ccc0,ec659418377dda0f6c5c16e59122471deefd352ae1b7ca8669bc30234c814220
host-a009,host-a009-lidar0-1237581206198345466-1237581231098504546,2019-03-25 20:33:26.301214,1311c21036beed062494ea839c6adcfc14fbed576d4e2d067bf0f656e47753cd,c528a7175cd6485cb474d9204e31f4d799fa69ba9bf79531df7886f8aa493942
host-a101,host-a101-lidar0-1240710366399037786-1240710391298976894,2019-05-01 01:46:06.502200,9d0166ccd4af9c089738587f6e3d21cd9c8b6102787427da8c3b4f64161160c5,0ebe3320a4049a1efe2af53c2094d102971a6269b70a72e127eaeabcbff9445d
host-a101,host-a101-lidar0-1240875136198305786-1240875161098795094,2019-05-02 23:32:16.302353,ccc0662a4dbc63f589358ac9589b677f6d4165a128af93baf26619711c1d7b4f,b6380a94d11315d22fd2313ae2e627ccb3579150cc9c67e08d544be4baba840c
host-a101,host-a101-lidar0-1240877587199107226-1240877612099413030,2019-05-03 00:13:07.302589,b28b767dac46db1659065a51d6453129eeb82bf397fdbb779de95414090d6842,4938a004d2f6c56a4b78efa1235f0e6ba429156979d632f4fcf5f56dafc8ff2c
host-a101,host-a101-lidar0-1241216089098610756-1241216113999079830,2019-05-06 22:14:49.202637,ea4365b99fac5a7ab7cdb18873649fbb6b6e936b0351d9854064f88fb8fe1ac1,c9d0ca8e514da27542b3d7d9480e3db9d804a61e141ae93c7ef06727ee5623b2
host-a101,host-a101-lidar0-1241462203298815998-1241462228198805706,2019-05-09 18:36:43.402352,4734fc8f01c38ed7e71a59b50b69e11fc86ca81a23d7e2d73b0c85536a50e76a,617ecf9c8d75032be3f6037113d955fd8b8ecfc0becf87481db9b1da25c5eab0
host-a102,host-a102-lidar0-1241468916398562586-1241468941298742334,2019-05-09 20:28:36.501921,5fbada2dc96f8ae4485af83535d63c24a3116262ae94edd69c4185166d4c5e0e,6b16e52ebde8147beb37bb1bbbe29293edaf9d55e558d450392d3708fdeeee77
host-a101,host-a101-lidar0-1241472407298206026-1241472432198409706,2019-05-09 21:26:47.402788,ce66c8a9ef797a8152b1fe375b77e8f5bfe8e1c5b3c20c4fe0f66c1bf359af1a,a432d33694a219db00c75c42219152755a83bf4f7c5a095426ee035b9a3df827
host-a102,host-a102-lidar0-1241548686398885894-1241548711298381586,2019-05-10 18:38:06.502206,90f8b4278317933ab38c1bda6e7d88f7d5b1685a039fe4b91b4045331be52f4a,b2033b5ad71d193929d793c5222336eaa59db0bbc4eb695fdebfa0cbd38821d6
host-a101,host-a101-lidar0-1241561147998866622-1241561172899320654,2019-05-10 22:05:48.102232,dbee55b9c6cf99fa742eaf570ff63a743e951198bbe7b9eee2252552c604ec79,425fb606f3181a35d77d7c6aab94070b645615f984927cf3bed5f0ec9676ca00
host-a102,host-a102-lidar0-1241878200398362906-1241878225298546586,2019-05-14 14:10:00.502348,e59a765505ae791691b95e8fbf3be86e705ac26ad02ce9ffe44ef4b065c02f8f,624c36c408e3f939815e4a41f0e8a1a3c402aeae77d6102ac59345dfa237bbb9
host-a101,host-a101-lidar0-1241886983298988182-1241887008198992182,2019-05-14 16:36:23.402039,7b4640d63a9c62d07a8551d4b430d0acd88eaba8249c843248feb888f4630070,3696f0d1c51c35d58556c276d339ede69740f860ed8639d546a8f96918a62b2b
host-a101,host-a101-lidar0-1241889710198571346-1241889735098952214,2019-05-14 17:21:50.301743,8bc90aa0c14148c86d18c59cbe706a437d0710ed2dfb5ea9113fb87b7729ed97,ce4d4f2054e6c9a2f897d157ffc99f403cff7c231fd7588b64e3bf14904d9238
host-a101,host-a101-lidar0-1241893239199111666-1241893264098084346,2019-05-14 18:20:39.302415,da4ed9e02f64c544f4f1f10c6738216dcb0e6b0d50952e158e5589854af9f100,24b0962e44420e6322de3f25d9e4e5cc3c7a348ec00bfa69db21517e4ca92cc8
host-a102,host-a102-lidar0-1241904536298706586-1241904561198322666,2019-05-14 21:28:56.401715,e6dfbcf01ce548fa1550d2453fece66f33fefc5df96611fa4e80800b8ab40eca,fd0dd65e88dc78ad640139df6d594dc60ae54555c8811287348563656e2d7383
host-a101,host-a101-lidar0-1242144886399176654-1242144911299066654,2019-05-17 16:14:46.502421,a9a990d6d215b494a939fba57385566732b9ce0b44b2a000fd23cc25d71cf075,c625a4ee6a19df449a18a829e2f903e1750e872923253f57903300da071959b3
host-a102,host-a102-lidar0-1242150795498255026-1242150820398693830,2019-05-17 17:53:15.602277,09fbd7fc1213f283558c714137281455829a23027f89eed4e89d1da1178c59b1,806b81124407e1f6563b9c35a060ca8feb60cd0e120225b616526a1ce9968476
host-a101,host-a101-lidar0-1242493624298705334-1242493649198973302,2019-05-21 17:07:04.402637,4b0a93e967d5427de670dff0d04019b1823ce7e86743c4c6c35754234578baff,013d2d9b69839554a348204e63ceb6a874daef4b782542261f29cf9d10a3955c
host-a102,host-a102-lidar0-1242510597398871466-1242510622298829226,2019-05-21 21:49:57.502003,61dd188cd6752896b9d44b06d86ae5285e8a6068cbead16cf5a855ab51d1b599,b3ba875d24a093bd4d790f488d4cb0e6c5511bc2f2fac7692661f067b6a0bef3
host-a101,host-a101-lidar0-1242580003398722214-1242580028299473214,2019-05-22 17:06:43.502117,d68084bcda8f56f80d1bcc4633c6711af0f8fdc668622e2bb8bfe59ab60ebf79,ea4633d3ba683cd996686f8309970b47dd2695c680a310c983d7c1eeb2cb5c68
host-a101,host-a101-lidar0-1242583745399163026-1242583770298821706,2019-05-22 18:09:05.502531,ebfe6b97b038f49bfae9351a65df36485b0d02e1e55dd9d241efd7b0880f565b,153f58829ac0bd005bf8c2073bd9f65d971f44cd0568831ae084d22ca0576abb
host-a102,host-a102-lidar0-1242662270298972894-1242662295198395706,2019-05-23 15:57:50.402222,99f9c6347d1830862b85749787d8d9730cf065a63f3d6bfb937b511ad218f2f0,0e6411848a23f4ad73e59e4d43df1b6f5c45e74e6c54b56903b61a918c4d61fb
host-a102,host-a102-lidar0-1242684244198410786-1242684269098866094,2019-05-23 22:04:04.302340,218afcd93832744ee118a90ad31616d99c863e08f1e5f4a031204fc0f389e644,70209c02c75dda067e99da402086c30e59ed843562a965d4dc38af9cc4576bea
host-a101,host-a101-lidar0-1242748817298870302-1242748842198675302,2019-05-24 16:00:17.402631,aa243f3bbd8aab5bebcbe89a8ca5b0964499d58331dc1395fa3b5f324c79e305,536d7da30fee511f3abcb26400a047bbf8f0bf8ed44ff99983ebfdc91a265860
host-a101,host-a101-lidar0-1242748985299274334-1242749010198891466,2019-05-24 16:03:05.402349,0d3d2d6848de638c86939da96f8b7b2e04625d4b10bd44a368a2849486b9bbf4,96d7ba91794fda2561d2b27ce0e1c1e5a85a4f8c741d393bed0d6c5e337074a6
host-a101,host-a101-lidar0-1242749258298976334-1242749283199254466,2019-05-24 16:07:38.402866,da580fa9141f7dc1c2350393119cf10331a6febb9a698be97d1a7323c43faa89,6aa0f4a265defa3d7da67b3ad267eab0d5e786c8e24f5f4639144ca9a0650839
host-a102,host-a102-lidar0-1242749461398477906-1242749486298996742,2019-05-24 16:11:01.502536,236abd979f3fb37dd6fb96412d13fe0d01e7a498e9543503c9f4f3a1b08dcd63,4908d6450b680efc1561284e2f22ab76c975996d740f3539c2ea5bd9d5c1be2e
host-a101,host-a101-lidar0-1242753236298794334-1242753261198702302,2019-05-24 17:13:56.402222,6b086977f441281f15732b2c20d89ee72cb2cf793ca22c99cf3730a2d9b511fa,a0c3bbbd54d3881039fa666c1fe8a5912c109060e95ee2ee1ccffbb743bedaef
host-a102,host-a102-lidar0-1242754954298696742-1242754979198120666,2019-05-24 17:42:34.402129,127c57c023bad0a3d59f2e00d4d728d788fc26d8a0df474859ad070babf279f7,281c719800f275ce552612bd1293981ed3adc5180d8b32737602234f551f5aa0
host-a102,host-a102-lidar0-1242755350298764586-1242755375198787666,2019-05-24 17:49:10.401686,3c807ceae63a47150351dfc0856262d780f7fbbb48608cef72395be15b43b56a,6e50140f176c6ac63a28f2f7108d51dd6dabb2ee4c582c9e492d93bfad7e1106
host-a102,host-a102-lidar0-1242755400298847586-1242755425198579666,2019-05-24 17:50:00.402270,71dfb15d2f88bf2aab2c5d4800c0d10a76c279b9fda98720781a406cbacc583b,0b9a944b213afe35745ec1e5fd5e21183b3fd78a63f198e92df15e773cdcad61
host-a101,host-a101-lidar0-1243095610299140346-1243095635198749774,2019-05-28 16:20:10.402149,8de259b1d1865fbb345f570db9c2a01506db66a85f086636abafde96f8930e9b,09d2814c83b5c0c9a217d3b4705c17c9dae6f7e84d01adc1ddacbba2e00eab88
host-a101,host-a101-lidar0-1243102866399012786-1243102891298922466,2019-05-28 18:21:06.502635,b24e5f59b4df16f2b5328295eb40083691704f29f365bf18bf7eb9d43823fcc7,7b99e53ba58c34fb2e058111aea776809eb4df816ec4ea9cab3060c7c52074a8
